IncidentId,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus
19261798,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1727,5000,TERRY,RD,,,,,,,,38.1728846,-85.8655051,3.637,3/10/2017,0251,2,1,0,1,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42804.37189,FALSE,7768,Accepted
19387670,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY2251,,BARDSTOWN,RD,,,HIKES,,,,,38.1990395,-85.6599929,1.04,3/7/2017,0637,2,1,1,0,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42822.36632,FALSE,2400,Accepted
19247108,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,MAGNOLIA,AVE,E,,OUERBACKER,,,,,38.2285611,-85.7555998,0.159,3/7/2017,1745,2,1,0,1,CLEAR,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42802.37227,FALSE,7592,Accepted
19239330,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,POPLAR LEVEL,RD,,,JEFFERSON,,,,,38.1601545,-85.671316,8.051,3/3/2017,2032,3,2,0,2,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,REAR TO REAR,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,42801.36593,FALSE,6886,Accepted
19207510,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,STEPHAN,DR,,,,,CHASE,,SALLY,38.1272076,-85.8557983,0.305,2/28/2017,2226,2,1,0,1,CLOUDY,WET,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,42796.36642,FALSE,7851,Accepted
19183175,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,4719,WALNUT GROVE,AVE,,,,,,,,38.1724172,-85.8221095,0.249,2/23/2017,1043,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,42793.36738,FALSE,7720,Accepted
19166284,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0264,,I264 W,,,,,I 0264,I264 W EXIT16 ON RAMP FROM US31E,I 0264,I264 W EXIT16 ON RAMP FROM US31E,38.2092586,-85.6748385,15.435,2/21/2017,0906,2,1,1,0,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,CURVE & HILLCREST,DAYLIGHT,,,42790.36734,FALSE,7840,Accepted
19149805,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,,,HEATON,I 0264,I264 E EXIT8 OFF RAMP TO US31W,38.1814765,-85.8157525,14.487,2/20/2017,2041,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42788.32553,FALSE,7105,Accepted
19149836,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,RUNDILL,RD,,,,,,,,38.166625,-85.7933795,2.284,2/20/2017,1616,3,1,0,2,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,,,42788.32641,FALSE,6813,Accepted
19094939,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,DOUGLASS,BLVD,,,BOULEVARD NAPOLEON,,,,,38.2234942,-85.696035,0.43,2/13/2017,1536,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42780.34749,FALSE,2100,Accepted
19078691,0560300,ST. MATTHEWS POLICE DEPARTMENT,Accepted,JEFFERSON,,4001,DUTCHMANS,LN,,,,,,,,38.2339765,-85.6335797,0.405,2/7/2017,1915,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,42777.32632,FALSE,9146,Accepted
19030797,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,,BROADWAY,,E,,,,BARRET,,BRENT,38.2443468,-85.7349566,3.662,2/2/2017,2109,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42769.41291,FALSE,7408,Accepted
19021270,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BROADWAY,,W,,CECIL,,,,,38.2503153,-85.8205954,1.764,1/31/2017,1906,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42768.36785,FALSE,6886,Accepted
19087291,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0907,7803,3RD ST,RD,,,,,,,,38.1315632,-85.7916577,4.982,1/29/2017,0054,13,3,2,9,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,42767.36828,FALSE,2239,Accepted
18987950,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0065,,I65 S,,,,,,,,,38.2391325,-85.7533024,134.792,1/27/2017,2233,3,2,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,HEAD ON,CURVE & GRADE,DARK-HWY NOT LIGHTED,,,42765.3731,FALSE,6886,Accepted
18973627,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0264,,I264 W,,,,,I 0264,I264 W EXIT9 OFF RAMP TO KY1865,I 0264,I264 W EXIT10 ON RAMP FROM KY1020,38.1895438,-85.7739015,9.754,1/17/2017,1033,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42762.36669,FALSE,7840,Accepted
18854193,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,6408,FEGENBUSH,LN,,,,,,,,38.15566667,-85.63671667,6.125,1/2/2017,2203,5,3,0,2,CLOUDY,WET,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),ANGLE,CURVE & GRADE,DARK-HWY LIGHTED/OFF,,,42738.46505,FALSE,7106,Accepted
19145369,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,4407,FEGENBUSH,LN,,,,,,,,38.1855783,-85.6381658,0.115,1/1/2017,2256,2,1,0,1,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,42783.61875,FALSE,7349,Accepted
18906209,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,,3RD,ST,S,,OAK,,,,,38.2348693,-85.7586687,11.316,12/27/2016,1230,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42752.36866,FALSE,2499,Accepted
19261162,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,KY1931,,7TH,ST,,,,,NONNY LYNN,,OLEANDA,38.2076098,-85.7886003,9.443,12/19/2016,2112,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42735.32676,FALSE,7105,Accepted
18771286,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1450,,BLUE LICK,RD,,,,,,,,38.1122016,-85.6899087,1.887,12/18/2016,2250,2,1,0,1,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,42723.58178,FALSE,7348,Accepted
18715954,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,SIX MILE,LN,,,LODGE,,,,,38.1977828,-85.630239,1.307,12/7/2016,1909,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42712.45661,FALSE,7303,Accepted
18757342,0560300,ST. MATTHEWS POLICE DEPARTMENT,Accepted,JEFFERSON,I 0064,,I64 E,,,,,,,,,38.2367846,-85.6316442,11.996,12/1/2016,2225,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,42719.91019,FALSE,9155,Accepted
18682809,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,SUNNY CROSSING,DR,,,SUNNY CREEK,,,,,38.1861673,-85.6003734,0.15,12/1/2016,1502,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42706.37028,FALSE,7366,Accepted
18695376,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,BLANTON,,,,,38.1574053,-85.8339029,12.538,11/30/2016,0055,2,1,1,0,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42709.45294,FALSE,7720,Accepted
18641127,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BROADWAY,,W,,23RD,,,,,38.2492743,-85.7898759,0.091,11/21/2016,1804,2,1,0,1,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,CURVE & LEVEL,DUSK,,,42697.4112,FALSE,6886,Accepted
18715917,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1865,,TAYLOR,BLVD,,,,,BICKNELL,,CARRICO,38.18367,-85.7839313,5.325,11/21/2016,1801,3,2,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42712.45177,FALSE,2217,Accepted
18657062,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,PRESTON,HWY,,,PARKWAY,,,,,38.2122181,-85.7410299,9.957,11/16/2016,0254,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42695.36819,FALSE,7176,Accepted
18607716,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,6701,DIXIE,HWY,,,,,,,,38.1467417,-85.8380384,11.886,11/15/2016,2112,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42690.41308,FALSE,6886,Accepted
18595069,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,8200,DIXIE,HWY,,,,,,,,38.1368968,-85.8436192,11.102,11/13/2016,0352,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42688.41847,FALSE,7200,Accepted
18570424,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,100,BROADWAY,,W,,,,,,,38.2457289,-85.753752,2.635,11/4/2016,0623,2,1,1,0,CLOUDY,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42682.36741,FALSE,2239,Accepted
18526997,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1931,,SAINT ANDREWS CHURCH,RD,,KY1142,PALATKA,,,,,38.155397,-85.8019447,5.486,11/1/2016,2024,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,42676.45515,FALSE,7286,Accepted
18520439,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 E,,,,,I 0265,I265 E EXIT15 ON RAMP FROM KY864,I 0265,I265 E EXIT17 OFF RAMP TO US31E,38.1303484,-85.6029285,15.946,10/31/2016,2104,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY LIGHTED/OFF,,,42675.41106,FALSE,2017,Accepted
18503590,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,5120,DIXIE,HWY,,,,,,,,38.1669763,-85.8293951,,10/27/2016,1429,2,1,0,1,CLOUDY,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,42671.36866,FALSE,6813,Accepted
18498618,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,7900,SHELBYVILLE,RD,,,,,,,,38.2490842,-85.6094374,,10/23/2016,1850,2,1,0,1,CLOUDY,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42667.46035,FALSE,7510,Accepted
18576893,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1065,,OUTER,LOOP,,,GRADE,,,,,38.12986667,-85.7371,3.192,10/22/2016,0521,4,2,1,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN IN INTERSECTION,ANGLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/OFF,,,42683.36617,TRUE,7720,Accepted
18481869,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 S,,,,,,,,,38.1247084,-85.6152157,15.149,10/22/2016,0215,3,2,0,1,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42667.4569,FALSE,7255,Accepted
18481698,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,3120,DUMESNIL,ST,,,,,,,,38.2373602,-85.8071197,0.715,10/20/2016,0803,4,1,0,4,CLOUDY,WET,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42667.45235,FALSE,2239,Accepted
18447241,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,6911,LOWER HUNTERS,TRCE,,,,,,,,38.1725266,-85.8787965,2.747,10/17/2016,0301,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,42660.38052,FALSE,7267,Accepted
18460733,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1931,,7TH,ST,,,,,,,,38.20545,-85.78995,9.282,10/17/2016,0350,3,2,0,3,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,42661.36737,FALSE,6886,Accepted
18306266,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,16600,DIXIE,HWY,,,,,,,,38.0144727,-85.9251568,1.319,10/3/2016,2204,3,2,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,42649.36656,FALSE,6886,Accepted
18301327,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,GLENGARRY,DR,,,,,GARY,,MULDOON,38.1229029,-85.755363,0.239,9/30/2016,2050,2,1,1,0,CLOUDY,WET,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,42647.36698,FALSE,2000,Accepted
18257280,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,FEGENBUSH,LN,,KY0864,BEULAH CHURCH,,,,,38.1376499,-85.6136504,4.262,9/25/2016,2032,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,42639.42084,FALSE,7354,Accepted
18247697,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,,,WILART,,WINGFIELD,38.2192255,-85.7941593,17.353,9/22/2016,2300,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42636.45659,FALSE,7042,Accepted
18641066,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0155,,TAYLORSVILLE,RD,,,,,SWEENEY,,PLEASANT GLEN,38.1871555,-85.5226343,6.82,9/22/2016,2119,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,42639.41067,FALSE,2000,Accepted
18312847,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,315,MARSHALL,DR,,,,,,,,38.2568232,-85.6342509,,9/12/2016,1816,2,1,0,1,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42632.40951,FALSE,7632,Accepted
18191285,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,WITHERSPOON,ST,E,,,,FLOYD,,PRESTON,38.257797,-85.746465,0.262,9/9/2016,2108,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42625.3326,FALSE,7316,Accepted
18182641,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1934,,CANE RUN,RD,,,KRAMERS,,,,,38.2011571,-85.8350913,9.374,9/4/2016,0136,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,42619.37912,FALSE,2000,Accepted
18162022,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,36TH,ST,S,,MUHAMMAD ALI,,,,,38.2570675,-85.8109586,0.083,9/2/2016,1815,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42619.37436,FALSE,7360,Accepted
18100928,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,NORENE,LN,,,,,NAOMI,,WOODED WAY,38.1644245,-85.6822409,0.48,8/24/2016,2123,3,1,0,2,CLEAR,DRY,TRUE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42606.3741,FALSE,7176,Accepted
18214584,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,PRESTON,HWY,,,LORETTA,,,,,38.1713024,-85.709232,6.566,8/24/2016,2225,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,42611.36965,FALSE,2000,Accepted
18034453,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,CHESTNUT,ST,W,,,US0031W,22ND,US0031W,DR W J HODGE,38.2521904,-85.787225,0.752,8/8/2016,1653,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42592.46049,FALSE,2308,Accepted
17966192,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,6821,SOUTHSIDE,DR,,,,,,,,38.1582617,-85.764697,,7/25/2016,1444,2,1,0,1,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42577.45536,FALSE,6813,Accepted
18321015,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,,BROADWAY,,W,,,,8TH,,8TH,38.2465377,-85.7644123,2.049,7/17/2016,0325,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42572.63001,FALSE,2000,Accepted
17894409,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,STALLINGS,,,,,38.1747285,-85.8227901,13.88,6/27/2016,0534,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,42559.5748,FALSE,7107,Accepted
17845144,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,,TENNY,AVE,W,,,,,,,38.1766989,-85.7650305,7.37,6/23/2016,1927,2,1,1,0,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42548.4526,FALSE,6886,Accepted
17837069,0561000,JEFFERSONTOWN POLICE DEPT,Accepted,JEFFERSON,KY0155,,TAYLORSVILLE,RD,,,,,JANLYN,,FARISH,38.2079573,-85.583451,10.723,6/21/2016,2138,4,1,2,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,CURVE & LEVEL,DUSK,,,42544.32624,FALSE,8271,Accepted
17775194,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,2057,EASTERN,PKWY,,,,,,,,38.2340801,-85.706068,0.127,6/12/2016,1100,6,4,0,4,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,42534.46068,FALSE,7306,Accepted
17991991,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,MAIN,ST,E,,,,CLAY,,SHELBY,38.2547273,-85.7392328,17.094,6/9/2016,0017,2,1,1,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,42534.45159,FALSE,6100,Accepted
17796841,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,DUBOURG,,,,,38.2098965,-85.7979038,16.686,6/9/2016,1745,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42538.329,FALSE,7108,Accepted
17786865,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,POPLAR LEVEL,RD,,,,,,,,38.165807,-85.6805754,8.755,6/7/2016,2206,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,42536.40796,FALSE,6886,Accepted
17747892,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,MUHAMMAD ALI,BLVD,W,,,KY1020,2ND,KY1020,3RD,38.2509234,-85.7551979,0.145,6/4/2016,1809,2,1,0,1,CLOUDY,WET,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42528.40939,FALSE,7840,Accepted
17742229,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,PRESTON,HWY,,,,,HUNTINGTON,,BATES,38.1413522,-85.6883415,4.171,6/3/2016,1407,2,1,0,1,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42527.41206,FALSE,2064,Accepted
17747870,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1747,,FERN VALLEY,RD,,,JEFFERSON,,,,,38.1569057,-85.6715013,3.332,5/31/2016,1946,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,42528.40824,FALSE,2000,Accepted
17719945,0561000,JEFFERSONTOWN POLICE DEPT,Accepted,JEFFERSON,KY0155,9160,TAYLORSVILLE,RD,,,,,,,,38.212952,-85.5878941,11.144,5/31/2016,0545,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,42522.32565,FALSE,8289,Accepted
